Kombinace rysů,délka úseku,Accuracy,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 0, 1, 1)","(4, 8, 12, 16)",0.8145693806080786,0.8508658112244818,0.8279872042677935,0.7375028724908905,0.8054519626610551,0.8543697602488558,0.8305503934958365,0.7314826771139878,0.8508510570325454,0.8330155253709517,0.7472423439987878
"(0, 0, 0, 1, 1)","(4, 8, 14, 5)",0.8015070169559285,0.8439733340090761,0.8149269150034542,0.7110129337181137,0.7899710609102146,0.8444867941307874,0.809824440094341,0.7120542860178573,0.8466807225408377,0.8265938423926856,0.7141224620412049
"(0, 0, 0, 1, 1)","(4, 8, 14, 6)",0.8025566700319869,0.8442617230736091,0.8172300193704078,0.714869020663045,0.7921202543690206,0.8467092245802081,0.8148188028689859,0.7112260716230878,0.845188207903545,0.8269898020981005,0.7225370282673996
"(0, 0, 0, 1, 1)","(4, 8, 14, 7)",0.8066372663194121,0.8476174065016224,0.8206813013987675,0.7197504667462552,0.7960163915488817,0.8490595354757879,0.8200695161123843,0.716322772554461,0.8492664780863983,0.8277106304126086,0.7268580854480693
"(0, 0, 0, 1, 1)","(4, 8, 14, 8)",0.8030818024802884,0.8451198550883501,0.8140444227068455,0.7158759514909867,0.7916800764287274,0.8478062986742578,0.8122698250093228,0.7116975907202546,0.8455531787339436,0.8223358671197589,0.7233641540488103
"(0, 0, 0, 1, 1)","(4, 8, 14, 9)",0.8063801834367998,0.8467155783168476,0.8232150705134371,0.7194670002301705,0.7964658830201515,0.8500750019379332,0.8216064801097496,0.7136336310265369,0.8462965014040336,0.8306559201729581,0.7287101434900581
"(0, 0, 0, 1, 1)","(4, 8, 14, 10)",0.8056353312188411,0.8469117519916862,0.8197184364436968,0.7166985640715539,0.7944429175023122,0.850270136291603,0.8202191270826262,0.7119372918700766,0.8470912493308301,0.8263471051056299,0.7252928107478029
"(0, 0, 0, 1, 1)","(4, 8, 14, 11)",0.8058018496115837,0.8451450331986539,0.8187125824053731,0.7222387220681002,0.7953654458907091,0.8485592630084702,0.828156704755661,0.71329581895311,0.8450504062027517,0.817077951538588,0.7351986491872599
"(0, 0, 0, 1, 1)","(4, 8, 14, 12)",0.8020002654516851,0.8420029437451326,0.8184045204461048,0.7155188058340355,0.7919754233417577,0.8451827979369322,0.8215455657404881,0.7094019979709493,0.8426559222458175,0.8221558420059052,0.725894911948189
"(0, 0, 0, 1, 1)","(4, 8, 14, 13)",0.7993833351419211,0.8407406279711889,0.8124961775783696,0.7132401044585631,0.7888256366693737,0.8457790685028084,0.8173282758366808,0.7047840411321341,0.8398579002143606,0.8153228493785823,0.7269784921474246
"(0, 0, 0, 1, 1)","(4, 8, 14, 14)",0.8055477012675476,0.8436833966977524,0.8215852116638604,0.7224697927422123,0.7959128003679415,0.8490660356041646,0.8246983281264566,0.7148791997697109,0.8420213767030755,0.8262757337569617,0.7349084867778489
"(0, 0, 0, 1, 1)","(4, 8, 14, 15)",0.8121358142369385,0.8488762018870476,0.8250538235638724,0.7339992879983667,0.8026431044830954,0.8524383779631839,0.8305466917435786,0.7273008785708539,0.8487884636548625,0.8276973918994353,0.7454253525667005
"(0, 0, 0, 1, 1)","(4, 8, 14, 16)",0.8126105380677263,0.8487587431399468,0.8270141056189132,0.734235697574864,0.8033361821112412,0.8533718831265691,0.8302952957099766,0.7286329105441689,0.8482215817625338,0.8322048227595564,0.7446175936938842
"(0, 0, 0, 1, 1)","(4, 8, 16, 5)",0.8052653790012657,0.8487565736052869,0.8105806938101947,0.718736177706006,0.7926911483738293,0.8498570152469551,0.8052004899919885,0.7189596779654946,0.8507538022074426,0.8234941301482965,0.722593602190341
"(0, 0, 0, 1, 1)","(4, 8, 16, 6)",0.8088275869840377,0.8491546608952433,0.8202450899227396,0.7244775565864046,0.7979591024681291,0.8486804427656083,0.8188586143457455,0.7249904681516214,0.8532262494272904,0.828605942026396,0.7278397040810545
